Study,SampleIdentifier,SiteCode,SiteCodeDM,Plot,Replicate,Layer,SamplingYear,Disturbance,DevStage,DevStageDM,StandAge2017,DisturbanceType,Latitude,Longitude,SiteName,SiteNameDM,pH,TOC_gkg,TN_gkg
Chronosequence,E22-20170705-H-1F,E22,16,s16,1,O,2017,Harvest,CrownClosure,R-CC,22,,49.859957,-91.381126,Elipse22,Elipse,5.12,480.7,15.69
Chronosequence,E22-20170705-H-2F,E22,16,s16,2,O,2017,Harvest,CrownClosure,R-CC,22,,49.859957,-91.381126,Elipse22,Elipse,5.12,480.7,15.69
Chronosequence,E22-20170705-H-3F,E22,16,s16,3,O,2017,Harvest,CrownClosure,R-CC,22,,49.859957,-91.381126,Elipse22,Elipse,5.12,480.7,15.69
Chronosequence,M20-20170705-H-1L,M20,17,s17,1,B,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.52,506.28,11.79
Chronosequence,M20-20170705-H-2L,M20,17,s17,2,B,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.52,506.28,11.79
Chronosequence,M20-20170705-H-3L,M20,17,s17,3,B,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.52,506.28,11.79
Chronosequence,M20-20170705-H-1M,M20,17,s17,1,M,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.72,15.1,0.81
Chronosequence,M20-20170705-H-2M,M20,17,s17,2,M,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.72,15.1,0.81
Chronosequence,M20-20170705-H-3M,M20,17,s17,3,M,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.72,15.1,0.81
Chronosequence,M20-20170705-H-1F,M20,17,s17,1,O,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.88,459.22,17.24
Chronosequence,M20-20170705-H-2F,M20,17,s17,2,O,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.88,459.22,17.24
Chronosequence,M20-20170705-H-3F,M20,17,s17,3,O,2017,Harvest,CrownClosure,CC,20,,49.758525,-91.173954,Misery20,Misery20,5.88,459.22,17.24
Chronosequence,WB-20170705-H-1L,WB,18,s18,1,B,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.47,510.48,12.71
Chronosequence,WB-20170705-H-2L,WB,18,s18,2,B,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.47,510.48,12.71
Chronosequence,WB-20170705-H-3L,WB,18,s18,3,B,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.47,510.48,12.71
Chronosequence,WB-20170705-H-1M,WB,18,s18,1,M,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.1,13.28,0.52
Chronosequence,WB-20170705-H-2M,WB,18,s18,2,M,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.1,13.28,0.52
Chronosequence,WB-20170705-H-3M,WB,18,s18,3,M,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.1,13.28,0.52
Chronosequence,WB-20170705-H-1F,WB,18,s18,1,O,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.23,491.72,15.99
Chronosequence,WB-20170705-H-2F,WB,18,s18,2,O,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.23,491.72,15.99
Chronosequence,WB-20170705-H-3F,WB,18,s18,3,O,2017,Harvest,CrownClosure,R-CC,25,,49.745922,-91.19053,WhiteBear,White Bear,5.23,491.72,15.99
Chronosequence,M37-20170705-H-1L,M37,19,s19,1,B,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.28,517.28,12.19
Chronosequence,M37-20170705-H-2L,M37,19,s19,2,B,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.28,517.28,12.19
Chronosequence,M37-20170705-H-3L,M37,19,s19,3,B,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.28,517.28,12.19
Chronosequence,M37-20170705-H-1M,M37,19,s19,1,M,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.4,19.26,0.74
Chronosequence,M37-20170705-H-2M,M37,19,s19,2,M,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.4,19.26,0.74
Chronosequence,M37-20170705-H-3M,M37,19,s19,3,M,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.4,19.26,0.74
Chronosequence,M37-20170705-H-1F,M37,19,s19,1,O,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.11,498.3,16.76
Chronosequence,M37-20170705-H-2F,M37,19,s19,2,O,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.11,498.3,16.76
Chronosequence,M37-20170705-H-3F,M37,19,s19,3,O,2017,Harvest,Thinning,OST,37,,49.764558,-91.169201,Misery37,Misery37,5.11,498.3,16.76
Chronosequence,P37-20170705-H-1L,P37,20,s20,1,B,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,3.68,492.69,13.15
Chronosequence,P37-20170705-H-2L,P37,20,s20,2,B,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,3.68,492.69,13.15
Chronosequence,P37-20170705-H-3L,P37,20,s20,3,B,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,3.68,492.69,13.15
Chronosequence,P37-20170705-H-1M,P37,20,s20,1,M,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,5.1,8.6,0.39
Chronosequence,P37-20170705-H-2M,P37,20,s20,2,M,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,5.1,8.6,0.39
Chronosequence,P37-20170705-H-3M,P37,20,s20,3,M,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,5.1,8.6,0.39
Chronosequence,P37-20170705-H-1F,P37,20,s20,1,O,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,3.58,488.2,17.03
Chronosequence,P37-20170705-H-2F,P37,20,s20,2,O,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,3.58,488.2,17.03
Chronosequence,P37-20170705-H-3F,P37,20,s20,3,O,2017,Harvest,Thinning,CC-OST,37,,49.958333,-91.551187,Pepperbelle37,Pepper Bell,3.58,488.2,17.03
Chronosequence,C41-20170705-H-1L,C41,21,s21,1,B,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,5.38,501.26,12.34
Chronosequence,C41-20170705-H-2L,C41,21,s21,2,B,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,5.38,501.26,12.34
Chronosequence,C41-20170705-H-3L,C41,21,s21,3,B,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,5.38,501.26,12.34
Chronosequence,C41-20170705-H-1M,C41,21,s21,1,M,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,5.16,13.41,0.53
Chronosequence,C41-20170705-H-2M,C41,21,s21,2,M,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,5.16,13.41,0.53
Chronosequence,C41-20170705-H-3M,C41,21,s21,3,M,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,5.16,13.41,0.53
Chronosequence,C41-20170705-H-1F,C41,21,s21,1,O,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,4.71,468.46,15.85
Chronosequence,C41-20170705-H-2F,C41,21,s21,2,O,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,4.71,468.46,15.85
Chronosequence,C41-20170705-H-3F,C41,21,s21,3,O,2017,Harvest,Thinning,CC-OST,41,,49.700957,-91.226138,CrystalRiver41,Crystal River,4.71,468.46,15.85
Chronosequence,S12-20170705-S-1L,S12,22,s22,1,B,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.3,478.42,7.05
Chronosequence,S12-20170705-S-2L,S12,22,s22,2,B,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.3,478.42,7.05
Chronosequence,S12-20170705-S-3L,S12,22,s22,3,B,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.3,478.42,7.05
Chronosequence,S12-20170705-S-1M,S12,22,s22,1,M,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.95,22.66,0.89
Chronosequence,S12-20170705-S-2M,S12,22,s22,2,M,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.95,22.66,0.89
Chronosequence,S12-20170705-S-1F,S12,22,s22,1,O,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.38,428.38,8.89
Chronosequence,S12-20170705-S-2F,S12,22,s22,2,O,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.38,428.38,8.89
Chronosequence,S12-20170705-S-3F,S12,22,s22,3,O,2017,Salvage,Establishment,R,12,,49.263518,-91.224665,Sandal12,Sandal,5.38,428.38,8.89
Chronosequence,GBA-20170705-S-1L,GBA,23,s23,1,B,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.3,441.27,10.38
Chronosequence,GBA-20170705-S-2L,GBA,23,s23,2,B,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.3,441.27,10.38
Chronosequence,GBA-20170705-S-3L,GBA,23,s23,3,B,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.3,441.27,10.38
Chronosequence,GBA-20170705-S-1M,GBA,23,s23,1,M,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.79,6.6,0.35
Chronosequence,GBA-20170705-S-2M,GBA,23,s23,2,M,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.79,6.6,0.35
Chronosequence,GBA-20170705-S-3M,GBA,23,s23,3,M,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.79,6.6,0.35
Chronosequence,GBA-20170705-S-1F,GBA,23,s23,1,O,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.67,377.65,10.6
Chronosequence,GBA-20170705-S-2F,GBA,23,s23,2,O,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.67,377.65,10.6
Chronosequence,GBA-20170705-S-3F,GBA,23,s23,3,O,2017,Salvage,Establishment,R,13,,49.565747,-89.214412,GullBayA,Gull Bay 1?,5.67,377.65,10.6
Chronosequence,GBB-20170705-S-1L,GBB,24,s24,1,B,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.57,491.7,11.16
Chronosequence,GBB-20170705-S-2L,GBB,24,s24,2,B,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.57,491.7,11.16
Chronosequence,GBB-20170705-S-3L,GBB,24,s24,3,B,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.57,491.7,11.16
Chronosequence,GBB-20170705-S-1M,GBB,24,s24,1,M,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.75,19.25,0.74
Chronosequence,GBB-20170705-S-2M,GBB,24,s24,2,M,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.75,19.25,0.74
Chronosequence,GBB-20170705-S-3M,GBB,24,s24,3,M,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.75,19.25,0.74
Chronosequence,GBB-20170705-S-1F,GBB,24,s24,1,O,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.44,428.94,12.99
Chronosequence,GBB-20170705-S-2F,GBB,24,s24,2,O,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.44,428.94,12.99
Chronosequence,GBB-20170705-S-3F,GBB,24,s24,3,O,2017,Salvage,Establishment,R,13,,49.566346,-89.20946,GullBayB,Gull Bay 2?,5.44,428.94,12.99
Chronosequence,BT20-20170705-S-1L,BT20,25,s25,1,B,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,4.72,469.7,8.52
Chronosequence,BT20-20170705-S-2L,BT20,25,s25,2,B,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,4.72,469.7,8.52
Chronosequence,BT20-20170705-S-3L,BT20,25,s25,3,B,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,4.72,469.7,8.52
Chronosequence,BT20-20170705-S-1M,BT20,25,s25,1,M,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,5.39,10.37,0.41
Chronosequence,BT20-20170705-S-2M,BT20,25,s25,2,M,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,5.39,10.37,0.41
Chronosequence,BT20-20170705-S-3M,BT20,25,s25,3,M,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,5.39,10.37,0.41
Chronosequence,BT20-20170705-S-1F,BT20,25,s25,1,O,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,4.42,479.23,12.66
Chronosequence,BT20-20170705-S-2F,BT20,25,s25,2,O,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,4.42,479.23,12.66
Chronosequence,BT20-20170705-S-3F,BT20,25,s25,3,O,2017,Salvage,CrownClosure,R-CC,20,,49.894464,-91.513696,Boot20,Boot Salvage,4.42,479.23,12.66
Chronosequence,F20-20170705-S-1L,F20,26,s26,1,B,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,4.84,472.48,9.66
Chronosequence,F20-20170705-S-2L,F20,26,s26,2,B,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,4.84,472.48,9.66
Chronosequence,F20-20170705-S-3L,F20,26,s26,3,B,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,4.84,472.48,9.66
Chronosequence,F20-20170705-S-1M,F20,26,s26,1,M,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,5.5,6.53,0.29
Chronosequence,F20-20170705-S-2M,F20,26,s26,2,M,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,5.5,6.53,0.29
Chronosequence,F20-20170705-S-3M,F20,26,s26,3,M,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,5.5,6.53,0.29
Chronosequence,F20-20170705-S-1F,F20,26,s26,1,O,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,4.8,407.24,12.69
Chronosequence,F20-20170705-S-2F,F20,26,s26,2,O,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,4.8,407.24,12.69
Chronosequence,F20-20170705-S-3F,F20,26,s26,3,O,2017,Salvage,CrownClosure,R-CC,20,,49.886975,-91.526651,FlyingLoon20,Flying Loon S.,4.8,407.24,12.69
Chronosequence,NM-20170705-S-1L,NM,27,s27,1,B,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,5.11,477.63,11.02
Chronosequence,NM-20170705-S-2L,NM,27,s27,2,B,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,5.11,477.63,11.02
Chronosequence,NM-20170705-S-3L,NM,27,s27,3,B,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,5.11,477.63,11.02
Chronosequence,NM-20170705-S-1M,NM,27,s27,1,M,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,5.49,8.01,0.31
Chronosequence,NM-20170705-S-2M,NM,27,s27,2,M,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,5.49,8.01,0.31
Chronosequence,NM-20170705-S-3M,NM,27,s27,3,M,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,5.49,8.01,0.31
Chronosequence,NM-20170705-S-1F,NM,27,s27,1,O,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,4.83,381.52,10.5
Chronosequence,NM-20170705-S-2F,NM,27,s27,2,O,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,4.83,381.52,10.5
Chronosequence,NM-20170705-S-3F,NM,27,s27,3,O,2017,Salvage,CrownClosure,CC,20,,49.58895,-90.42221,North Mawn,North Mawn,4.83,381.52,10.5
Chronosequence,I60-20170705-F-1L,I60,28,s28,1,B,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,5.57,496.61,12.12
Chronosequence,I60-20170705-F-2L,I60,28,s28,2,B,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,5.57,496.61,12.12
Chronosequence,I60-20170705-F-3L,I60,28,s28,3,B,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,5.57,496.61,12.12
Chronosequence,I60-20170705-F-1M,I60,28,s28,1,M,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,5.21,11.88,0.54
Chronosequence,I60-20170705-F-2M,I60,28,s28,2,M,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,5.21,11.88,0.54
Chronosequence,I60-20170705-F-3M,I60,28,s28,3,M,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,5.21,11.88,0.54
Chronosequence,I60-20170705-F-1F,I60,28,s28,1,O,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,4.58,463.4,15.07
Chronosequence,I60-20170705-F-2F,I60,28,s28,2,O,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,4.58,463.4,15.07
Chronosequence,I60-20170705-F-3F,I60,28,s28,3,O,2017,Fire,LateStageThinning,LST,60,,49.446414,-91.613116,Ignace1 60,Ignace 1,4.58,463.4,15.07
Chronosequence,V-20170705-F-1L,V,29,s29,1,B,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,4.77,508.11,10.2
Chronosequence,V-20170705-F-2L,V,29,s29,2,B,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,4.77,508.11,10.2
Chronosequence,V-20170705-F-3L,V,29,s29,3,B,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,4.77,508.11,10.2
Chronosequence,V-20170705-F-1M,V,29,s29,1,M,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,5.44,20.04,0.81
Chronosequence,V-20170705-F-2M,V,29,s29,2,M,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,5.44,20.04,0.81
Chronosequence,V-20170705-F-3M,V,29,s29,3,M,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,5.44,20.04,0.81
Chronosequence,V-20170705-F-1F,V,29,s29,1,O,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,4.8,518.35,13.3
Chronosequence,V-20170705-F-2F,V,29,s29,2,O,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,4.8,518.35,13.3
Chronosequence,V-20170705-F-3F,V,29,s29,3,O,2017,Fire,LateStageThinning,OST-LST,56,,49.622994,-91.476045,Victoria,Victoria,4.8,518.35,13.3
Chronosequence,SOW-20170705-H-1L,SOW,30,s30,1,B,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.05,492.67,11.04
Chronosequence,SOW-20170705-H-2L,SOW,30,s30,2,B,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.05,492.67,11.04
Chronosequence,SOW-20170705-H-3L,SOW,30,s30,3,B,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.05,492.67,11.04
Chronosequence,SOW-20170705-H-1M,SOW,30,s30,1,M,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.35,16.13,0.56
Chronosequence,SOW-20170705-H-2M,SOW,30,s30,2,M,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.35,16.13,0.56
Chronosequence,SOW-20170705-H-3M,SOW,30,s30,3,M,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.35,16.13,0.56
Chronosequence,SOW-20170705-H-1F,SOW,30,s30,1,O,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.02,502.71,15.89
Chronosequence,SOW-20170705-H-2F,SOW,30,s30,2,O,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.02,502.71,15.89
Chronosequence,SOW-20170705-H-3F,SOW,30,s30,3,O,2017,Harvest,LateStageThinning,OST-LST,50,HarvestedPlanted,49.657933,-91.257494,Sowden,Sowden,5.02,502.71,15.89
Chronosequence,T-20170705-H-1L,T,31,s31,1,B,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.31,486.53,10.78
Chronosequence,T-20170705-H-2L,T,31,s31,2,B,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.31,486.53,10.78
Chronosequence,T-20170705-H-3L,T,31,s31,3,B,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.31,486.53,10.78
Chronosequence,T-20170705-H-1M,T,31,s31,1,M,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.69,6.73,0.27
Chronosequence,T-20170705-H-2M,T,31,s31,2,M,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.69,6.73,0.27
Chronosequence,T-20170705-H-3M,T,31,s31,3,M,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.69,6.73,0.27
Chronosequence,T-20170705-H-1F,T,31,s31,1,O,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.11,453.43,12.56
Chronosequence,T-20170705-H-2F,T,31,s31,2,O,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.11,453.43,12.56
Chronosequence,T-20170705-H-3F,T,31,s31,3,O,2017,Harvest,LateStageThinning,NA,66,,49.689873,-87.967925,Tyrol,NA,5.11,453.43,12.56
